District Number,DistrictName,School Number,Name,"Level (E=Elementary, M=Middle, H=High)",Region,Rural Designation (2019),"Year on Accountability Clock (as of July 1, 2019)",Total_Percent_Points,Final_Rating _2019,"Year on Accountability Clock (as of December 11, 2019)",Notes (2010-2019)
1420,Jefferson County R-1,6133,Mortensen Elementary School,E,METRO REGION,Not Rural,,61.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6135,Mount Carbon Elementary School,E,METRO REGION,Not Rural,,75.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6139,Mountain Phoenix Community School,EM,METRO REGION,Not Rural,,70.5,Performance Plan: Low Participation,,
1420,Jefferson County R-1,6237,New America School,H,METRO REGION,Not Rural,,58.45,AEC: Improvement Plan,,
1420,Jefferson County R-1,6286,Normandy Elementary School,E,METRO REGION,Not Rural,,76,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6330,North Arvada Middle School,M,METRO REGION,Not Rural,Year 1,46.7,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6470,Oberon Junior High School,M,METRO REGION,Not Rural,,58,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6804,Parmalee Elementary School,E,METRO REGION,Not Rural,,92.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6806,Parr Elementary School,E,METRO REGION,Not Rural,,42.2,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6808,Patterson International School,E,METRO REGION,Not Rural,,72.3,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6848,Peak Expeditionary - Pennington,E,METRO REGION,Not Rural,Year 1,65.5,Performance Plan: Meets 95% Participation,,"2014, 2016 Denied request to reconsider"
1420,Jefferson County R-1,6828,Peck Elementary School,E,METRO REGION,Not Rural,,59.2,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6844,Peiffer Elementary School,E,METRO REGION,Not Rural,,71.5,Performance Plan: Meets 95% Participation,,2014 Approved request to reconsider
1420,Jefferson County R-1,7114,Pomona High School,H,METRO REGION,Not Rural,,50.1,Improvement Plan: Meets 95% Participation,,2016 Approved request to reconsider
1420,Jefferson County R-1,7128,Powderhorn Elementary School,E,METRO REGION,Not Rural,,59.2,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7190,Prospect Valley Elementary School,E,METRO REGION,Not Rural,,88.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7238,Ralston Elementary School,E,METRO REGION,Not Rural,,85,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7239,Ralston Valley Senior High School,H,METRO REGION,Not Rural,,86.1,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7282,Red Rocks Elementary School,E,METRO REGION,Not Rural,,73.7,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7462,Rocky Mountain Academy of Evergreen,EM,METRO REGION,Not Rural,,63.8,Performance Plan: Low Participation,,
1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,EMH,METRO REGION,Not Rural,,72.23,AEC: Performance Plan,,
1420,Jefferson County R-1,7483,Rooney Ranch Elementary School,E,METRO REGION,Not Rural,,74.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7468,Rose Stein International Elementary,E,METRO REGION,Not Rural,,44.6,Improvement Plan: Meets 95% Participation,,"2017 New school, deferred to district rating"
1420,Jefferson County R-1,7529,Ryan Elementary School,E,METRO REGION,Not Rural,,76.6,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7708,Secrest Elementary School,E,METRO REGION,Not Rural,,54.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7753,Semper Elementary School,E,METRO REGION,Not Rural,,60.1,Performance Plan: Low Participation,,
1420,Jefferson County R-1,7780,Shaffer Elementary School,E,METRO REGION,Not Rural,,67.1,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7833,Shelton Elementary School,E,METRO REGION,Not Rural,,58,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4478,Sheridan Green Elementary School,E,METRO REGION,Not Rural,,61.7,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7870,Sierra Elementary School,E,METRO REGION,Not Rural,,63,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7962,Slater Elementary School,E,METRO REGION,Not Rural,,63.2,Performance Plan: Meets 95% Participation,,2014 Approved request to reconsider; 2016 Denied request to reconsider
1420,Jefferson County R-1,8036,Sobesky Academy,EMH,METRO REGION,Not Rural,,58.07,AEC: Improvement Plan,,
1420,Jefferson County R-1,8102,South Lakewood Elementary School,E,METRO REGION,Not Rural,,61.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,8209,Standley Lake High School,H,METRO REGION,Not Rural,,55.2,Performance Plan: Meets 95% Participation,,2016 Denied request to reconsider
1420,Jefferson County R-1,8223,Stevens Elementary School,E,METRO REGION,Not Rural,Year 1,44.4,Improvement Plan: Meets 95% Participation,,"2012, 2014 Approved request to reconsider"
1420,Jefferson County R-1,8276,Stober Elementary School,E,METRO REGION,Not Rural,,64.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,8280,Stony Creek Elementary School,E,METRO REGION,Not Rural,,49.9,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,8300,Stott Elementary School,E,METRO REGION,Not Rural,,77.8,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,8381,Summit Ridge Middle School,M,METRO REGION,Not Rural,,55.9,Performance Plan: Low Participation,,
1420,Jefferson County R-1,8432,Swanson Elementary School,E,METRO REGION,Not Rural,,26.1,Turnaround Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
1420,Jefferson County R-1,8834,Thomson Elementary School,E,METRO REGION,Not Rural,,56,Performance Plan: Meets 95% Participation,,2017 Approved request to reconsider
1420,Jefferson County R-1,8856,Three Creeks K-8,EM,METRO REGION,Not Rural,,74.3,Performance Plan: Meets 95% Participation,,"2017 New school, deferred to district rating"
1420,Jefferson County R-1,8793,Two Roads Charter School,EMH,METRO REGION,Not Rural,,67.6,Performance Plan: Low Participation,,"2010 New school, deferred to district rating"
1420,Jefferson County R-1,9008,Ute Meadows Elementary School,E,METRO REGION,Not Rural,,81.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9052,Van Arsdale Elementary School,E,METRO REGION,Not Rural,,70.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9058,Vanderhoof Elementary School,E,METRO REGION,Not Rural,,65,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9154,Vivian Elementary School,E,METRO REGION,Not Rural,,64.5,Performance Plan: Meets 95% Participation,,2014 Denied request to reconsider; 2016 Approved request to reconsider
1420,Jefferson County R-1,9232,Warder Elementary School,E,METRO REGION,Not Rural,,79.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9234,Warren Tech Central,H,METRO REGION,Not Rural,,94.88,AEC: Performance: Exempt from Academic Growth Data,,
1420,Jefferson County R-1,9245,Warren Tech North,H,METRO REGION,Not Rural,,94.88,AEC: Performance: Exempt from Academic Growth Data,,"2010  Insufficient state evidence, deferred to district rating"
1420,Jefferson County R-1,9299,Wayne Carle Middle School,M,METRO REGION,Not Rural,,65.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9328,Weber Elementary School,E,METRO REGION,Not Rural,,42.9,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9342,Welchester Elementary School,E,METRO REGION,Not Rural,,38.9,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,2019 Denied request to reconsider
1420,Jefferson County R-1,9424,West Jefferson Elementary School,E,METRO REGION,Not Rural,,57.8,Performance Plan: Meets 95% Participation,,2016 Denied request to reconsider
1420,Jefferson County R-1,9428,West Jefferson Middle School,M,METRO REGION,Not Rural,,61.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9429,West Woods Elementary School,E,METRO REGION,Not Rural,,85,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9412,Westgate Elementary School,E,METRO REGION,Not Rural,,39.6,Improvement Plan: Meets 95% Participation,,2019 Approved request to reconsider
1420,Jefferson County R-1,9490,Westridge Elementary School,E,METRO REGION,Not Rural,,74.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9510,Wheat Ridge High School,H,METRO REGION,Not Rural,,53.1,Performance Plan: Low Participation,,2016 Denied request to reconsider
1420,Jefferson County R-1,9638,Wilmore Davis Elementary School,E,METRO REGION,Not Rural,,58.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9648,Wilmot Elementary School,E,METRO REGION,Not Rural,,65.4,Performance Plan: Low Participation,,
1420,Jefferson County R-1,9678,Witt Elementary School,E,METRO REGION,Not Rural,,51.3,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9427,Woodrow Wilson Charter Academy,EM,METRO REGION,Not Rural,,83.3,Performance Plan: Meets 95% Participation,,
3110,Johnstown-Milliken RE-5J,4785,Knowledge Quest Academy,EM,NORTH CENTRAL REGION,Rural,,60.1,Performance Plan: Low Participation,,
3110,Johnstown-Milliken RE-5J,5078,Letford Elementary School,E,NORTH CENTRAL REGION,Rural,,52.3,Improvement Plan: Meets 95% Participation,,
3110,Johnstown-Milliken RE-5J,5896,Milliken Elementary School,E,NORTH CENTRAL REGION,Rural,,43,Improvement Plan: Meets 95% Participation,,2013 Deferred to district rating
3110,Johnstown-Milliken RE-5J,5902,Milliken Middle School,M,NORTH CENTRAL REGION,Rural,,66.3,Performance Plan: Low Participation,,
3110,Johnstown-Milliken RE-5J,6963,Pioneer Ridge Elementary School,E,NORTH CENTRAL REGION,Rural,,65.9,Performance Plan: Meets 95% Participation,,
3110,Johnstown-Milliken RE-5J,7490,Roosevelt High School,H,NORTH CENTRAL REGION,Rural,,59.6,Performance Plan: Low Participation,,2016 Approved request to reconsider
2862,Julesburg Re-1,4369,Destinations Career Academy of Colorado,H,NORTHEAST REGION,Small Rural,,51.8,Improvement Plan: Low Participation,,2016 Denied request to reconsider
2862,Julesburg Re-1,4488,Julesburg Elementary School,E,NORTHEAST REGION,Small Rural,,50,Improvement Plan: Low Participation,,
2862,Julesburg Re-1,4492,Julesburg High School,MH,NORTHEAST REGION,Small Rural,,61.2,Performance Plan: Low Participation,,"2018, 2019 Approved request to reconsider"
1810,Karval RE-23,4502,Karval Elementary School,E,NORTHEAST REGION,Small Rural,,81.9,Performance Plan: Meets 95% Participation,,"2014, 2016 Insufficient state evidence, deferred to district rating"
1810,Karval RE-23,4506,Karval Junior-Senior High School,MH,NORTHEAST REGION,Small Rural,,,Insufficient State Data: Low Participation,,"2016, 2017, 2018 Insufficient state evidence, deferred to district rating"
1760,Kim Reorganized 88,4690,Kim Elementary School,E,SOUTHEAST REGION,Small Rural,,100,Performance Plan: Meets 95% Participation,,"2016 Insufficient state evidence, deferred to district rating"
1760,Kim Reorganized 88,4694,Kim Undivided High School,MH,SOUTHEAST REGION,Small Rural,,85.3,Performance Plan: Meets 95% Participation,,"2016 Insufficient state evidence, deferred to district rating"
930,Kiowa C-2,4724,Kiowa Elementary School,E,PIKES PEAK REGION,Small Rural,,75,Performance Plan: Low Participation,,2016 Approved request to reconsider
930,Kiowa C-2,4728,Kiowa High School,H,PIKES PEAK REGION,Small Rural,,62.3,Performance Plan: Meets 95% Participation,,
930,Kiowa C-2,4726,Kiowa Middle School,M,PIKES PEAK REGION,Small Rural,,45.6,Improvement Plan: Low Participation,,
510,Kit Carson R-1,4738,Kit Carson Elementary School,E,NORTHEAST REGION,Small Rural,,,Insufficient State Data: Low Participation,,
510,Kit Carson R-1,4742,Kit Carson Junior-Senior High School,MH,NORTHEAST REGION,Small Rural,,65,Performance Plan: Low Participation,,
1400,La Veta Re-2,4860,La Veta Elementary School,E,SOUTHEAST REGION,Small Rural,,76.9,Performance Plan: Low Participation,,2016 Approved request to reconsider
1400,La Veta Re-2,4864,La Veta Junior-Senior High School,MH,SOUTHEAST REGION,Small Rural,,65,Improvement Plan: Decreased due to Participation,,"2011 Made combined AYP exception for participation; 2016, 2018 Approved request to reconsider"
1510,Lake County R-1,4952,Lake County Early College,H,NORTHWEST REGION,Small Rural,,,Insufficient State Data,,"2017 New school, deferred to district rating; 2018, 2019 Insufficient state evidence, deferred to district rating"
1510,Lake County R-1,4904,Lake County High School,MH,NORTHWEST REGION,Small Rural,,51.7,Improvement Plan: Low Participation,,
1510,Lake County R-1,4901,Lake County Intermediate School,E,NORTHWEST REGION,Small Rural,,36.8,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
1510,Lake County R-1,9486,Westpark Elementary School,E,NORTHWEST REGION,Small Rural,,,Improvement Plan,,"2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
2660,Lamar Re-2,200,Alta Vista Charter School,E,SOUTHEAST REGION,Rural,,80.4,Performance Plan: Meets 95% Participation,,
2660,Lamar Re-2,4960,Lamar High School,H,SOUTHEAST REGION,Rural,,53.4,Performance Plan: Meets 95% Participation,,
2660,Lamar Re-2,4956,Lamar Middle School,M,SOUTHEAST REGION,Rural,,45.9,Improvement Plan: Meets 95% Participation,,2016 Approved request to reconsider
2660,Lamar Re-2,6794,Parkview Elementary School,E,SOUTHEAST REGION,Rural,,56.6,Performance Plan: Meets 95% Participation,,
2660,Lamar Re-2,9268,Washington Elementary School,E,SOUTHEAST REGION,Rural,,,Insufficient State Data,,"2010, 2012, 2013, 2014, 2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
290,Las Animas RE-1,443,AIM Global,MH,SOUTHEAST REGION,Rural,,45.79,AEC: Priority Improvement Plan,Year 1 of Priority Improvement or Turnaround,"2016 New school, deferred to district rating; 2017 Approved for retroactive AEC Status"
290,Las Animas RE-1,4279,Immersion Schools Science Technology Arts,MH,SOUTHEAST REGION,Rural,,55,Performance Plan: Low Participation,,"2016 New school, deferred to district rating"
290,Las Animas RE-1,1812,Las Animas Elementary School,E,SOUTHEAST REGION,Rural,,69.8,Performance Plan: Meets 95% Participation,,
290,Las Animas RE-1,4990,Las Animas High School,H,SOUTHEAST REGION,Rural,Year 2,43.9,Improvement Plan: Meets 95% Participation,Year 2 On Watch,
290,Las Animas RE-1,4986,Las Animas Junior High School,M,SOUTHEAST REGION,Rural,,70.5,Performance Plan: Meets 95% Participation,,
1080,Lewis-Palmer 38,3539,Bear Creek Elementary School,E,PIKES PEAK REGION,Not Rural,,76.9,Performance Plan: Meets 95% Participation,,
1080,Lewis-Palmer 38,5096,Lewis-Palmer Elementary School,E,PIKES PEAK REGION,Not Rural,,80.6,Performance Plan: Meets 95% Participation,,
1080,Lewis-Palmer 38,5100,Lewis-Palmer High School,H,PIKES PEAK REGION,Not Rural,,74.6,Performance Plan: Low Participation,,
1080,Lewis-Palmer 38,5098,Lewis-Palmer Middle School,M,PIKES PEAK REGION,Not Rural,,69.8,Performance Plan: Low Participation,,
1080,Lewis-Palmer 38,5093,Monument Charter Academy,EM,PIKES PEAK REGION,Not Rural,,60,Performance Plan: Low Participation,,"2016, 2018 Approved request to reconsider"
1080,Lewis-Palmer 38,6682,Palmer Lake Elementary School,E,PIKES PEAK REGION,Not Rural,,70.2,Performance Plan: Low Participation,,
1080,Lewis-Palmer 38,6678,Palmer Ridge High School,H,PIKES PEAK REGION,Not Rural,,83,Performance Plan: Low Participation,,
1080,Lewis-Palmer 38,7165,Prairie Winds Elementary School,E,PIKES PEAK REGION,Not Rural,,92.1,Performance Plan: Low Participation,,
1080,Lewis-Palmer 38,4686,Ray E Kilmer Elementary School,E,PIKES PEAK REGION,Not Rural,,76.8,Performance Plan: Low Participation,,
3230,Liberty J-4,5123,Liberty School,EMH,NORTHEAST REGION,Small Rural,,75.2,Performance Plan: Low Participation,,2016 Approved request to reconsider
1790,Limon RE-4J,5132,Limon Elementary School,E,NORTHEAST REGION,Small Rural,,66.4,Performance Plan: Meets 95% Participation,,
1790,Limon RE-4J,5136,Limon Junior-Senior High School,MH,NORTHEAST REGION,Small Rural,,67.7,Performance Plan: Meets 95% Participation,,
140,Littleton 6,298,Arapahoe High School,H,METRO REGION,Not Rural,,81.1,Performance Plan: Low Participation,,2016 Approved request to reconsider
140,Littleton 6,1382,Centennial Academy of Fine Arts Education,E,METRO REGION,Not Rural,,54.4,Performance Plan: Meets 95% Participation,,
140,Littleton 6,2382,East Elementary School,E,METRO REGION,Not Rural,,56.3,Performance Plan: Meets 95% Participation,,
140,Littleton 6,2804,Euclid Middle School,M,METRO REGION,Not Rural,,71.7,Performance Plan: Low Participation,,
140,Littleton 6,2926,Field Elementary School,E,METRO REGION,Not Rural,,56.9,Performance Plan: Meets 95% Participation,,
140,Littleton 6,752,Franklin Elementary School,E,METRO REGION,Not Rural,,92.3,Performance Plan: Low Participation,,
140,Littleton 6,3472,Goddard Middle School,M,METRO REGION,Not Rural,,73.5,Performance Plan: Low Participation,,
