CAD Incident Number,Response Date,CAD Problem,Latitude,Longitude,Report Date,RMS Call Nature
BCSO201029-039002,10/29/2020,THEFTS-Theft,40.009389,-105.326055,10/29/2020,THEFT FEL
BCSO201030-039129,10/30/2020,THEFTS-Theft,40.061681,-105.110610,10/30/2020,THEFT FEL
SUPD201102-039526,11/2/2020,THEFTS-Theft,39.958193,-105.170160,11/2/2020,THEFT FEL
BCSO201105-039820,11/5/2020,THEFTS-Theft,40.262375,-105.241956,11/5/2020,THEFT FEL
LOPD201106-011784,11/6/2020,FRAUDS-Fraud,39.957628,-105.170238,11/6/2020,THEFT FEL
BCSO201112-040692,11/12/2020,THEFTS-Theft,40.131611,-105.151035,11/12/2020,THEFT FEL
BCSO201112-040705,11/12/2020,THEFTS-Theft,40.101619,-105.165387,11/12/2020,THEFT FEL
BCSO201116-041118,11/16/2020,FRAUDS-Fraud,40.223796,-105.099440,11/16/2020,THEFT FEL
BCSO201117-041337,11/17/2020,FOLLOS-Follow-Up,40.078788,-105.188042,11/17/2020,THEFT FEL
BCSO201121-041771,11/21/2020,BURGLS-Burglary,40.161067,-105.121331,11/21/2020,THEFT FEL
SUPD201124-042106,11/24/2020,FRAUDS-Fraud,39.957628,-105.170238,11/24/2020,THEFT FEL
BCSO201201-042842,12/1/2020,FRAUDS-Fraud,40.032299,-105.204590,12/1/2020,THEFT FEL
BCSO201205-043279,12/5/2020,THEFTS-Theft,40.014680,-105.200561,12/4/2020,THEFT FEL
SUPD201206-043358,12/6/2020,THEFTS-Theft,39.928295,-105.159112,12/6/2020,THEFT FEL
SUPD201207-043559,12/7/2020,THEFTS-Theft,39.959875,-105.172024,12/7/2020,THEFT FEL
BCSO201208-043586,12/8/2020,FOLLOS-Follow-Up,40.059832,-105.184124,12/8/2020,THEFT FEL
BCSO201208-043616,12/8/2020,FRAUDS-Fraud,40.053582,-105.186851,12/8/2020,THEFT FEL
BCSO201217-044562,12/17/2020,THEFTS-Theft,40.004065,-105.376086,12/17/2020,THEFT FEL
BCSO201217-044565,12/17/2020,THEFTS-Theft,40.005349,-105.343479,12/16/2020,THEFT FEL
BCSO201218-044735,12/18/2020,THEFTS-Theft,40.190191,-105.483555,12/18/2020,THEFT FEL
BCSO201220-044883,12/20/2020,AUTHES-Auto Theft,40.055578,-105.203131,12/20/2020,THEFT FEL
BCSO201221-045019,12/21/2020,FOLLOS-Follow-Up,40.014678,-105.202755,12/21/2020,THEFT FEL
SUPD201221-045052,12/21/2020,THEFTS-Theft,39.955959,-105.165238,12/21/2020,THEFT FEL
BCSO201222-045130,12/22/2020,AUTHES-Auto Theft,40.074035,-105.193956,12/22/2020,THEFT FEL
BCSO201222-045142,12/22/2020,FRAUDS-Fraud,40.217736,-105.189215,12/22/2020,THEFT FEL
BCSO200106-000766,1/6/2020,THEFTS-Theft,39.937862,-105.581978,1/6/2020,THEFT MIS
BCSO200107-000909,1/7/2020,LOPROS-Lost Property,39.999910,-105.059942,1/7/2020,THEFT MIS
BCSO200108-000984,1/8/2020,THEFTS-Theft,40.152408,-105.126394,1/8/2020,THEFT MIS
BCSO200109-001129,1/9/2020,THEFTS-Theft,40.101695,-105.143498,1/9/2020,THEFT MIS
BCSO200112-001570,1/12/2020,THEFTS-Theft,40.066975,-105.201162,1/13/2020,THEFT MIS
BCSO200119-002443,1/19/2020,THEFTS-Theft,40.152408,-105.126394,1/19/2020,THEFT MIS
BCSO200125-003245,1/25/2020,FOLLOS-Follow-Up,39.937862,-105.581978,1/25/2020,THEFT MIS
BCSO200128-003657,1/28/2020,THEFTS-Theft,40.066974,-105.200911,1/28/2020,THEFT MIS
BCSO200129-003851,1/29/2020,THEFTS-Theft,39.937862,-105.581978,1/26/2020,THEFT MIS
BCSO200130-004044,1/30/2020,FRAUDS-Fraud,40.246216,-105.150275,1/30/2020,THEFT MIS
BCSO200201-004313,2/1/2020,THEFTS-Theft,39.969020,-105.495616,2/1/2020,THEFT MIS
BCSO200211-005757,2/11/2020,THEFTS-Theft,40.127367,-105.291460,2/11/2020,THEFT MIS
BCSO200212-005962,2/12/2020,FOLLOS-Follow-Up,39.937862,-105.581978,2/1/2020,THEFT MIS
BCSO200212-005967,2/12/2020,THEFTS-Theft,39.937862,-105.581978,2/9/2020,THEFT MIS
SUPD200212-005968,2/12/2020,SUSPIS-Suspicious,39.952072,-105.159637,2/12/2020,THEFT MIS
BCSO200213-006050,2/13/2020,FOLLOS-Follow-Up,39.937862,-105.581978,2/13/2020,THEFT MIS
BCSO200213-006108,2/13/2020,THEFTS-Theft,40.101695,-105.143498,2/13/2020,THEFT MIS
BCSO200214-006285,2/14/2020,THEFTS-Theft,39.937862,-105.581978,12/31/2019,THEFT MIS
BCSO200218-006721,2/18/2020,THEFTS-Theft,40.101696,-105.177952,2/18/2020,THEFT MIS
SUPD200221-007131,2/21/2020,THEFTS-Theft,39.933028,-105.144412,2/21/2020,THEFT MIS
SUPD200223-007404,2/23/2020,THEFTS-Theft,39.955970,-105.169751,2/23/2020,THEFT MIS
BCSO200301-008219,3/1/2020,THEFTS-Theft,39.937862,-105.581978,3/1/2020,THEFT MIS
BCSO200302-008408,3/2/2020,THEFTS-Theft,40.016751,-105.357403,3/2/2020,THEFT MIS
BCSO200305-008795,3/5/2020,THEFTS-Theft,40.203307,-105.103525,3/5/2020,THEFT MIS
SUPD200307-009206,3/7/2020,THEFTS-Theft,39.956450,-105.176443,3/7/2020,THEFT MIS
BCSO200310-009501,3/10/2020,THEFTS-Theft,40.036514,-105.124751,3/10/2020,THEFT MIS
BCSO200310-009508,3/10/2020,THEFTS-Theft,39.937862,-105.581978,3/10/2020,THEFT MIS
BCSO200401-011875,4/1/2020,THEFTS-Theft,40.065982,-105.180214,4/1/2020,THEFT MIS
BCSO200404-012118,4/4/2020,THEFTS-Theft,40.203341,-105.135614,4/4/2020,THEFT MIS
BCSO200404-012118,4/4/2020,THEFTS-Theft,40.203341,-105.135614,4/4/2020,THEFT MIS
BCSO200410-012681,4/10/2020,THEFTS-Theft,39.964505,-105.190136,4/10/2020,THEFT MIS
SUPD200414-013118,4/14/2020,THEFTS-Theft,39.958193,-105.170160,4/14/2020,THEFT MIS
BCSO200417-013410,4/17/2020,THEFTS-Theft,40.014663,-105.137951,4/17/2020,THEFT MIS
BCSO200423-013906,4/23/2020,TRSTOS-Traffic Stop,40.001341,-105.355305,4/23/2020,THEFT MIS
BCSO200427-014358,4/27/2020,THEFTS-Theft,39.918337,-105.375830,4/27/2020,THEFT MIS
SUPD200428-014408,4/28/2020,THEFTS-Theft,39.955233,-105.165770,4/28/2020,THEFT MIS
BCSO200428-014473,4/28/2020,FOLLOS-Follow-Up,40.014835,-105.355278,4/28/2020,THEFT MIS
BCSO200512-015953,5/12/2020,THEFTS-Theft,40.163831,-105.446589,5/12/2020,THEFT MIS
BCSO200512-015956,5/12/2020,THEFTS-Theft,39.952385,-105.129094,5/12/2020,THEFT MIS
BCSO200514-016192,5/14/2020,THEFTS-Theft,40.023906,-105.224004,5/14/2020,THEFT MIS
BCSO200526-018012,5/26/2020,OAAS-Other Agency Assist,40.000040,-105.255923,5/26/2020,THEFT MIS
BCSO200531-018740,5/31/2020,CRTRES-Criminal Trespass,39.936815,-105.350286,5/31/2020,THEFT MIS
BCSO200604-019377,6/4/2020,THEFTS-Theft,40.006530,-105.232545,6/4/2020,THEFT MIS
BCSO200604-019384,6/4/2020,THEFTS-Theft,40.211201,-105.524749,6/4/2020,THEFT MIS
BCSO200608-019898,6/8/2020,FOLLOS-Follow-Up,40.015871,-105.185335,6/8/2020,THEFT MIS
SUPD200609-020019,6/9/2020,THEFTS-Theft,39.958193,-105.170160,6/9/2020,THEFT MIS
BCSO200614-020597,6/14/2020,THEFTS-Theft,40.040903,-105.362521,6/15/2020,THEFT MIS
BCSO200615-020674,6/15/2020,TRSTOS-Traffic Stop,40.176503,-105.181356,6/15/2020,THEFT MIS
SUPD200618-021112,6/18/2020,THEFTS-Theft,39.957646,-105.172861,6/18/2020,THEFT MIS
BCSO200620-021326,6/20/2020,THEFTS-Theft,40.056718,-105.202806,6/20/2020,THEFT MIS
BCSO200622-021592,6/22/2020,BURGLS-Burglary,40.014883,-105.103379,6/22/2020,THEFT MIS
BCSO200701-022815,7/1/2020,THEFTS-Theft,40.003674,-105.402517,7/1/2020,THEFT MIS
BCSO200701-022830,7/1/2020,THEFTS-Theft,39.957325,-105.232008,7/1/2020,THEFT MIS
BCSO200706-023509,7/6/2020,THEFTS-Theft,40.203320,-105.177481,7/6/2020,THEFT MIS
LYPD200707-023721,7/7/2020,THEFTS-Theft,40.215823,-105.260718,7/7/2020,THEFT MIS
BCSO200713-024548,7/13/2020,THEFTS-Theft,39.962458,-105.190918,7/13/2020,THEFT MIS
BCSO200715-024787,7/15/2020,THEFTS-Theft,40.187812,-105.489125,7/15/2020,THEFT MIS
BCSO200717-025062,7/17/2020,THEFTS-Theft,40.174233,-105.191968,7/17/2020,THEFT MIS
BCSO200717-025105,7/17/2020,DISTUS-Disturbance,40.058939,-105.200851,7/17/2020,THEFT MIS
BCSO200718-025266,7/18/2020,THEFTS-Theft,40.014666,-105.197426,7/18/2020,THEFT MIS
BCSO200723-025999,7/23/2020,THEFTS-Theft,40.000173,-105.355279,7/23/2020,THEFT MIS
BCSO200728-026706,7/28/2020,THEFTS-Theft,40.067038,-105.201892,7/28/2020,THEFT MIS
BCSO200731-027136,7/31/2020,THEFTS-Theft,39.997387,-105.359519,7/31/2020,THEFT MIS
BCSO200731-027140,7/31/2020,FRAUDS-Fraud,40.072856,-105.089608,7/31/2020,THEFT MIS
SUPD200802-027360,8/2/2020,THEFTS-Theft,39.954887,-105.163349,8/2/2020,THEFT MIS
BCSO200803-027478,8/3/2020,THEFTS-Theft,40.065911,-105.185961,8/3/2020,THEFT MIS
BCSO200805-027741,8/5/2020,THEFTS-Theft,39.989586,-105.172540,8/5/2020,THEFT MIS
BCSO200807-028030,8/7/2020,THEFTS-Theft,40.062791,-105.107835,8/7/2020,THEFT MIS
BCSO200808-028227,8/8/2020,THEFTS-Theft,40.029236,-105.225388,8/8/2020,THEFT MIS
BCSO200814-029114,8/14/2020,THEFTS-Theft,40.005188,-105.212507,8/14/2020,THEFT MIS
SUPD200814-029152,8/14/2020,THEFTS-Theft,39.959734,-105.171768,8/14/2020,THEFT MIS
BCSO200814-029185,8/14/2020,THEFTS-Theft,40.006827,-105.501549,8/14/2020,THEFT MIS
BCSO200818-029719,8/18/2020,THEFTS-Theft,40.001460,-105.356835,8/18/2020,THEFT MIS
BCSO200822-030204,8/22/2020,THEFTS-Theft,40.057790,-105.304736,8/22/2020,THEFT MIS
BCSO200822-030220,8/22/2020,THEFTS-Theft,40.005188,-105.212507,8/22/2020,THEFT MIS
BCSO200824-030443,8/24/2020,THEFTS-Theft,40.203191,-105.110550,8/24/2020,THEFT MIS
LYPD200826-030741,8/26/2020,THEFTS-Theft,40.226496,-105.266663,8/26/2020,THEFT MIS
SUPD200827-030888,8/27/2020,THEFTS-Theft,39.957646,-105.172861,8/27/2020,THEFT MIS
SUPD200829-031198,8/29/2020,THEFTS-Theft,39.939526,-105.158080,8/29/2020,THEFT MIS
LYPD200905-032118,9/5/2020,FOPROS-Found Property,40.219407,-105.265386,8/27/2020,THEFT MIS
BCSO200914-033274,9/14/2020,CRMISS-Criminal Mischief,40.051021,-105.219489,9/14/2020,THEFT MIS
BCSO200914-033279,9/14/2020,THEFTS-Theft,40.238018,-105.083614,9/14/2020,THEFT MIS
BCSO200916-033540,9/16/2020,THEFTS-Theft,40.061850,-105.216007,9/16/2020,THEFT MIS
SUPD200916-033573,9/16/2020,THEFTS-Theft,39.958193,-105.170160,9/16/2020,THEFT MIS
BCSO200917-033613,9/17/2020,THEFTS-Theft,40.047360,-105.314821,9/17/2020,THEFT MIS
BCSO200917-033664,9/17/2020,THEFTS-Theft,40.005188,-105.212507,9/17/2020,THEFT MIS
BCSO200921-034244,9/21/2020,THEFTS-Theft,40.056718,-105.202806,9/21/2020,THEFT MIS
BCSO200925-034748,9/25/2020,THEFTS-Theft,40.005188,-105.212507,9/18/2020,THEFT MIS
BCSO200925-034859,9/25/2020,THEFTS-Theft,40.210840,-105.234044,9/25/2020,THEFT MIS
BCSO200927-035039,9/27/2020,THEFTS-Theft,40.061850,-105.216007,9/27/2020,THEFT MIS
SUPD200927-035085,9/27/2020,THEFTS-Theft,39.957646,-105.172861,9/27/2020,THEFT MIS
BCSO200928-035160,9/28/2020,THEFTS-Theft,40.116371,-105.131008,9/28/2020,THEFT MIS
BCSO200928-035175,9/28/2020,FRAUDS-Fraud,39.934140,-105.269857,9/28/2020,THEFT MIS
BCSO201004-035929,10/4/2020,THEFTS-Theft,39.983587,-105.174174,10/4/2020,THEFT MIS
BCSO201005-036077,10/5/2020,THEFTS-Theft,40.157126,-105.055338,10/5/2020,THEFT MIS
BCSO201006-036132,10/6/2020,THEFTS-Theft,40.061023,-105.211513,10/6/2020,THEFT MIS
BCSO201011-036899,10/11/2020,THEFTS-Theft,40.174301,-105.234106,10/11/2020,THEFT MIS
SUPD201015-037447,10/15/2020,THEFTS-Theft,39.959692,-105.171693,10/15/2020,THEFT MIS
SUPD201015-037457,10/15/2020,THEFTS-Theft,39.959692,-105.171693,10/15/2020,THEFT MIS
BCSO201016-037488,10/16/2020,THEFTS-Theft,40.061850,-105.216007,10/16/2020,THEFT MIS
SUPD201019-037840,10/19/2020,THEFTS-Theft,39.957646,-105.172861,10/19/2020,THEFT MIS
BCSO201020-038034,10/20/2020,THEFTS-Theft,40.060850,-105.207781,10/20/2020,THEFT MIS
BCSO201024-038497,10/24/2020,THEFTS-Theft,40.101619,-105.165387,10/24/2020,THEFT MIS
BCSO201024-038522,10/24/2020,THEFTS-Theft,40.099082,-105.343732,10/24/2020,THEFT MIS
BCSO201101-039339,11/1/2020,THEFTS-Theft,40.070143,-105.194868,11/1/2020,THEFT MIS
BCSO201101-039340,11/1/2020,THEFTS-Theft,40.002794,-105.225361,11/1/2020,THEFT MIS
BCSO201105-039826,11/5/2020,THEFTS-Theft,40.203307,-105.103525,11/5/2020,THEFT MIS
BCSO201106-039986,11/6/2020,THEFTS-Theft,40.104608,-105.162711,11/6/2020,THEFT MIS
BCSO201116-041106,11/16/2020,THEFTS-Theft,40.048207,-105.343126,11/16/2020,THEFT MIS
BCSO201116-041144,11/16/2020,FRAUDS-Fraud,40.079095,-105.301233,11/16/2020,THEFT MIS
BCSO201119-041526,11/19/2020,THEFTS-Theft,40.101695,-105.143498,11/18/2020,THEFT MIS
BCSO201120-041658,11/20/2020,THEFTS-Theft,40.059229,-105.234909,11/20/2020,THEFT MIS
BCSO201128-042498,11/28/2020,THEFTS-Theft,40.039138,-105.354984,11/25/2020,THEFT MIS
BCSO201128-042501,11/28/2020,THEFTS-Theft,40.033203,-105.340345,11/28/2020,THEFT MIS
SUPD201128-042535,11/28/2020,THEFTS-Theft,39.955924,-105.169715,11/28/2020,THEFT MIS
BCSO201129-042584,11/29/2020,THEFTS-Theft,40.058319,-105.427543,11/29/2020,THEFT MIS
BCSO201130-042663,11/30/2020,THEFTS-Theft,40.103572,-105.172844,11/30/2020,THEFT MIS
SUPD201130-042717,11/30/2020,THEFTS-Theft,39.954800,-105.163285,11/30/2020,THEFT MIS
BCSO201201-042794,12/1/2020,FOLLOS-Follow-Up,39.959719,-105.439114,12/1/2020,THEFT MIS
BCSO201201-042828,12/1/2020,THEFTS-Theft,40.059387,-105.312751,12/1/2020,THEFT MIS
BCSO201206-043383,12/6/2020,CRMISS-Criminal Mischief,40.131473,-105.501363,12/6/2020,THEFT MIS
BCSO201208-043581,12/8/2020,FRAUDS-Fraud,40.017631,-105.166589,12/6/2020,THEFT MIS
BCSO201209-043725,12/9/2020,THEFTS-Theft,40.031910,-105.209230,12/9/2020,THEFT MIS
SUPD201210-043876,12/10/2020,CRTRES-Criminal Trespass,39.932612,-105.164751,12/10/2020,THEFT MIS
BCSO201211-043961,12/11/2020,FRAUDS-Fraud,40.116194,-105.109363,12/11/2020,THEFT MIS
BCSO201211-043981,12/11/2020,THEFTS-Theft,40.059190,-105.214304,12/11/2020,THEFT MIS
LYPD201217-044619,12/17/2020,THEFTS-Theft,40.231884,-105.270957,12/17/2020,THEFT MIS
LYPD201217-044649,12/17/2020,THEFTS-Theft,40.216164,-105.263218,12/17/2020,THEFT MIS
BCSO201221-045026,12/21/2020,THEFTS-Theft,40.204851,-105.150012,12/21/2020,THEFT MIS
LYPD201221-045034,12/21/2020,THEFTS-Theft,40.216770,-105.261866,12/16/2020,THEFT MIS
BCSO201224-045317,12/24/2020,CRMISS-Criminal Mischief,40.119426,-105.306928,12/24/2020,THEFT MIS
BCSO201224-045338,12/24/2020,THEFTS-Theft,40.088835,-105.303989,12/24/2020,THEFT MIS
LYPD201225-045413,12/25/2020,THEFTS-Theft,40.220037,-105.257312,12/25/2020,THEFT MIS
SUPD201227-045551,12/27/2020,FOLLOS-Follow-Up,39.950313,-105.160319,12/27/2020,THEFT MIS
LYPD201228-045655,12/28/2020,THEFTS-Theft,40.224594,-105.267505,12/28/2020,THEFT MIS
SUPD201231-045995,12/31/2020,THEFTS-Theft,39.957646,-105.172861,12/31/2020,THEFT MIS
BCSO200124-003067,1/24/2020,NARCOS-Drug Violation,40.101695,-105.143498,1/23/2020,WEAPON VIO
BCSO200515-016281,5/15/2020,SUSPIS-Suspicious,39.953256,-105.232617,5/15/2020,WEAPON VIO
LYPD200614-020660,6/14/2020,WEAPOS-Weapon,40.215704,-105.255416,6/14/2020,WEAPON VIO
BCSO200623-021747,6/23/2020,WEAPOS-Weapon,40.000245,-105.067918,6/3/2020,WEAPON VIO
BCSO200722-025845,7/22/2020,WEAPOS-Weapon,39.955485,-105.229721,7/22/2020,WEAPON VIO
BCSO201104-039721,11/4/2020,WEAPOS-Weapon,40.040146,-105.233337,11/4/2020,WEAPON VIO
BCSO201129-042577,11/29/2020,THEFTS-Theft,40.153993,-105.202020,11/29/2020,WEAPON VIO
